Date,Name,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+-
20221201,marvin bagley iii,Detroit Pistons,34:14,7,10,.700,1,2,.500,4,6,.667,4,9,13,2,1,0,1,3,19,19.7,+10
20221201,killian hayes,Detroit Pistons,32:59,10,13,.769,2,4,.500,0,0,0,0,4,4,8,0,0,2,5,22,19.7,+9
20221201,isaiah livers,Detroit Pistons,6:52,2,2,1.000,2,2,1.000,0,0,0,0,0,0,0,0,0,1,1,6,4.0,-3
20221201,jaden ivey,Detroit Pistons,35:06,6,15,.400,2,7,.286,2,4,.500,1,2,3,6,1,0,4,2,16,8.8,+3
20221201,alec burks,Detroit Pistons,19:48,4,11,.364,1,6,.167,1,2,.500,0,6,6,1,2,0,0,2,10,7.2,0
20221201,saddiq bey,Detroit Pistons,18:33,2,7,.286,1,3,.333,1,2,.500,2,3,5,1,0,0,0,2,6,3.7,+2
20221201,jalen duren,Detroit Pistons,18:24,5,7,.714,0,0,0,1,4,.250,1,1,2,0,2,0,1,2,11,8.1,-4
20221201,kevin knox,Detroit Pistons,11:49,1,1,1.000,0,0,0,0,0,0,1,1,2,1,1,0,0,3,2,3.2,-8
20221201,cory joseph,Detroit Pistons,9:30,0,2,.000,0,1,.000,0,0,0,1,0,1,3,0,0,1,1,0,0.0,-1
20221201,hamidou diallo,Detroit Pistons,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
20221201,rodney mcgruder,Detroit Pistons,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
20221201,nerlens noel,Detroit Pistons,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
20230101,jayson tatum,Boston Celtics,35:31,7,16,.438,0,4,.000,11,14,.786,0,7,7,6,2,0,5,1,25,18.3,-15
20230101,jaylen brown,Boston Celtics,34:13,12,20,.600,4,8,.500,2,2,1.000,2,6,8,3,1,0,0,3,30,25.9,-7
20230101,marcus smart,Boston Celtics,31:19,2,12,.167,0,4,.000,0,0,0,2,3,5,7,1,0,1,3,4,2.4,-3
20230101,al horford,Boston Celtics,30:06,3,10,.300,2,6,.333,0,0,0,2,4,6,3,0,1,0,0,8,7.6,-7
20230101,derrick white,Boston Celtics,23:13,5,9,.556,2,5,.400,1,2,.500,0,1,1,3,1,1,1,1,13,11.0,-14
20230101,grant williams,Boston Celtics,27:31,2,4,.500,0,1,.000,5,5,1.000,2,3,5,1,1,1,2,3,9,8.5,-12
20230101,malcolm brogdon,Boston Celtics,19:35,1,6,.167,0,3,.000,2,2,1.000,0,2,2,4,1,0,1,1,4,3.2,-13
20230101,robert williams,Boston Celtics,18:45,4,4,1.000,0,0,0,0,0,0,2,4,6,1,0,0,2,2,8,7.3,-2
20230101,sam hauser,Boston Celtics,11:27,2,3,.667,1,2,.500,0,0,0,0,0,0,0,0,0,0,0,5,3.7,+5
20230101,luke kornet,Boston Celtics,2:05,2,2,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3.0,+2
20230101,payton pritchard,Boston Celtics,2:05,0,0,0,0,0,0,1,2,.500,0,0,0,0,0,0,1,0,1,-0.4,+2
20230101,justin jackson,Boston Celtics,2:05,0,1,.000,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1.7,+2
20230101,noah vonleh,Boston Celtics,2:05,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3,+2
20230101,blake griffin,Boston Celtics,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
20230101,aaron gordon,Denver Nuggets,36:58,6,13,.462,1,2,.500,5,6,.833,1,5,6,7,2,1,2,1,18,18.3,+23
20230101,michael porter jr.,Denver Nuggets,32:36,7,13,.538,3,7,.429,2,2,1.000,0,4,4,2,0,1,3,1,19,12.6,+11
20230101,nikola jokic,Denver Nuggets,32:02,10,13,.769,2,2,1.000,8,8,1.000,0,12,12,12,1,0,0,1,30,37.5,+14
20230101,bruce brown,Denver Nuggets,30:21,8,14,.571,4,6,.667,1,1,1.000,0,3,3,2,1,1,3,1,21,15.0,+5
20230101,kentavious caldwell-pope,Denver Nuggets,29:45,2,7,.286,2,3,.667,0,0,0,0,3,3,4,1,0,1,4,6,4.0,+6
20230101,christian braun,Denver Nuggets,25:21,1,1,1.000,0,0,0,0,0,0,0,2,2,0,0,0,1,1,2,0.9,+7
20230101,bones hyland,Denver Nuggets,19:09,7,12,.583,3,7,.429,0,1,.000,0,2,2,4,0,0,4,3,17,9.2,+5
20230101,vlatko cancar,Denver Nuggets,16:32,3,4,.750,2,3,.667,0,0,0,0,1,1,0,0,0,0,4,8,5.1,-4
20230101,zeke nnaji,Denver Nuggets,12:22,1,1,1.000,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,2.3,+5
20230101,davon reed,Denver Nuggets,1:38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3,-4
20230101,ish smith,Denver Nuggets,1:38,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,-4
20230101,jack white,Denver Nuggets,1:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4
20230101,deandre jordan,Denver Nuggets,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
20230201,damian lillard,Portland Trail Blazers,39:52,11,22,.500,5,13,.385,15,16,.938,1,7,8,10,0,1,2,2,42,38.3,+6
20230201,anfernee simons,Portland Trail Blazers,32:40,10,18,.556,3,7,.429,3,3,1.000,0,2,2,4,0,0,3,4,26,16.2,+11
20230201,josh hart,Portland Trail Blazers,31:50,0,4,.000,0,2,.000,0,0,0,0,2,2,2,0,0,1,2,0,-2.6,+1
20230201,jerami grant,Portland Trail Blazers,19:52,6,12,.500,1,3,.333,5,5,1.000,0,3,3,1,0,1,0,0,18,14.3,-8
20230201,jusuf nurkic,Portland Trail Blazers,2:29,0,1,.000,0,1,.000,0,0,0,0,1,1,1,0,0,1,1,0,-1.1,-5
20230201,gary payton ii,Portland Trail Blazers,28:51,2,5,.400,1,2,.500,2,2,1.000,3,1,4,0,1,1,1,5,7,5.4,+13
20230201,drew eubanks,Portland Trail Blazers,23:48,5,7,.714,0,0,0,1,1,1.000,4,7,11,3,1,1,2,5,11,12.8,+9
20230201,trendon watford,Portland Trail Blazers,21:43,2,6,.333,1,1,1.000,0,0,0,0,3,3,2,0,1,2,0,5,2.6,+6
20230201,shaedon sharpe,Portland Trail Blazers,19:24,3,6,.500,3,5,.600,0,0,0,0,2,2,0,0,0,0,3,9,5.4,+11
20230201,nassir little,Portland Trail Blazers,13:30,1,3,.333,0,2,.000,0,0,0,1,3,4,1,1,0,1,0,2,2.6,+9
20230201,jabari walker,Portland Trail Blazers,6:01,1,3,.333,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0.6,-3
20230201,john butler,Portland Trail Blazers,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
20230201,keon johnson,Portland Trail Blazers,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
20230201,dillon brooks,Memphis Grizzlies,38:10,4,9,.444,1,6,.167,0,0,0,0,1,1,2,1,0,0,5,9,5.0,-6
20230201,ja morant,Memphis Grizzlies,34:22,8,16,.500,3,7,.429,13,18,.722,2,7,9,12,1,0,5,2,32,29.1,-6
20230201,jaren jackson jr.,Memphis Grizzlies,33:45,9,14,.643,0,3,.000,0,0,0,0,7,7,0,0,6,0,3,18,16.9,+2
20230201,xavier tillman sr.,Memphis Grizzlies,27:53,1,4,.250,0,0,0,2,3,.667,4,6,10,5,4,0,2,2,4,10.5,+12
20230201,desmond bane,Memphis Grizzlies,25:32,7,16,.438,2,7,.286,1,1,1.000,0,0,0,3,1,1,3,4,17,7.8,-10
20230201,ziaire williams,Memphis Grizzlies,18:50,2,5,.400,1,4,.250,0,0,0,0,1,1,0,0,0,0,1,5,2.2,-2
20230201,santi aldama,Memphis Grizzlies,17:32,5,7,.714,0,2,.000,0,0,0,0,2,2,0,0,0,0,0,10,7.7,-15
20230201,tyus jones,Memphis Grizzlies,17:14,1,6,.167,1,4,.250,3,4,.750,0,3,3,3,0,0,1,0,6,3.8,-4
20230201,brandon clarke,Memphis Grizzlies,16:50,3,6,.500,0,0,0,2,2,1.000,5,2,7,2,0,0,0,3,8,9.3,-19
20230201,danny green,Memphis Grizzlies,9:52,1,4,.250,1,4,.250,0,0,0,1,3,4,1,1,0,1,2,3,2.1,-2
20230201,kennedy chandler,Memphis Grizzlies,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
20230201,jake laravia,Memphis Grizzlies,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
20230201,kenneth lofton jr.,Memphis Grizzlies,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
20230201,david roddy,Memphis Grizzlies,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
20230301,josh okogie,Phoenix Suns,33:24,0,4,.000,0,2,.000,4,4,1.000,0,3,3,1,2,1,2,1,4,3.1,+11
20230301,deandre ayton,Phoenix Suns,33:20,7,10,.700,0,0,0,2,2,1.000,1,15,16,4,0,1,1,5,16,17.5,+9
20230301,devin booker,Phoenix Suns,33:10,15,26,.577,3,7,.429,4,6,.667,2,4,6,7,0,2,1,1,37,31.5,+9
20230301,chris paul,Phoenix Suns,32:51,1,8,.125,0,4,.000,0,0,0,0,2,2,11,2,0,3,2,2,3.3,+9
20230301,kevin durant,Phoenix Suns,26:50,10,15,.667,2,4,.500,1,1,1.000,0,6,6,2,0,2,2,0,23,19.1,+13
20230301,cameron payne,Phoenix Suns,15:09,2,6,.333,1,3,.333,0,0,0,0,4,4,2,0,0,1,2,5,2.4,+5
20230301,torrey craig,Phoenix Suns,14:41,3,4,.750,2,2,1.000,0,0,0,1,1,2,0,2,0,1,1,8,8.0,-8
20230301,jock landale,Phoenix Suns,14:40,2,7,.286,1,1,1.000,1,2,.500,0,3,3,2,0,2,0,3,6,4.0,+5
20230301,damion lee,Phoenix Suns,14:36,1,2,.500,0,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0.7,+3
20230301,t.j. warren,Phoenix Suns,12:55,1,5,.200,0,1,.000,0,0,0,1,2,3,0,1,1,1,1,2,0.5,+15
20230301,ish wainright,Phoenix Suns,8:24,0,2,.000,0,1,.000,0,0,0,0,0,0,1,1,0,0,3,0,-0.9,-1
20230301,darius bazley,Phoenix Suns,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
